latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
23.77963,86.34565,308.03,0.51,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.89,1.96,N
23.78131,86.3912,305.36,0.5,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,289.0,2.22,N
23.78197,86.20911,304.93,0.51,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.4,1.77,N
23.78896,85.55489,297.8,0.56,0.43,2026-09-12,1938,N21,VIIRS,n,2.0NRT,282.55,0.13,N
23.79399,86.35288,314.24,0.51,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.13,3.8,N
23.79459,86.3552,314.05,0.51,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.77,2.08,N
23.79522,86.35023,305.82,0.51,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.46,2.08,N
23.79897,86.35081,308.55,0.51,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.08,2.35,N
23.80145,86.33105,315.03,0.51,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.35,2.15,N
23.8027,86.32107,305.09,0.51,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.9,3.65,N
23.80521,86.33162,311.78,0.51,0.41,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.13,2.15,N
23.82537,84.57391,305.57,0.42,0.46,2026-09-12,1938,N21,VIIRS,n,2.0NRT,282.86,2.05,N
23.83998,84.9466,299.11,0.4,0.44,2026-09-12,1938,N21,VIIRS,n,2.0NRT,280.75,0.52,N
24.11474,86.85886,310.26,0.48,0.4,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.01,1.67,N
24.19647,82.71571,301.49,0.56,0.51,2026-09-12,1938,N21,VIIRS,n,2.0NRT,286.56,2.58,N
24.19791,82.71751,299.47,0.56,0.51,2026-09-12,1938,N21,VIIRS,n,2.0NRT,286.45,1.13,N
24.20323,82.71207,300.17,0.56,0.51,2026-09-12,1938,N21,VIIRS,n,2.0NRT,287.25,1.13,N
24.20655,82.711,299.91,0.56,0.51,2026-09-12,1938,N21,VIIRS,n,2.0NRT,287.13,2.98,N
24.65422,91.93871,307.82,0.39,0.36,2026-09-12,1938,N21,VIIRS,n,2.0NRT,291.26,2.47,N
24.9241,84.15478,306.06,0.46,0.47,2026-09-12,1938,N21,VIIRS,n,2.0NRT,288.32,2.16,N
25.43283,86.08572,304.67,0.55,0.42,2026-09-12,1938,N21,VIIRS,n,2.0NRT,275.73,1.25,N
25.43429,86.08202,306.85,0.55,0.42,2026-09-12,1938,N21,VIIRS,n,2.0NRT,277.1,1.82,N
25.54086,91.23626,304.56,0.38,0.36,2026-09-12,1938,N21,VIIRS,n,2.0NRT,287.27,0.72,N
26.64382,79.47578,303.94,0.48,0.65,2026-09-12,1938,N21,VIIRS,n,2.0NRT,283.93,1.16,N
27.32448,95.27667,306.73,0.47,0.4,2026-09-12,1938,N21,VIIRS,n,2.0NRT,284.41,1.41,N
27.37759,95.08962,308.47,0.46,0.39,2026-09-12,1938,N21,VIIRS,n,2.0NRT,290.81,1.35,N
27.37792,95.33338,310.02,0.48,0.4,2026-09-12,1938,N21,VIIRS,n,2.0NRT,282.06,1.93,N
28.34749,77.23125,303.91,0.69,0.74,2026-09-12,1938,N21,VIIRS,n,2.0NRT,281.95,1.4,N
28.34895,77.23016,304.16,0.69,0.74,2026-09-12,1938,N21,VIIRS,n,2.0NRT,281.34,1.44,N
28.36982,77.22448,307.09,0.69,0.74,2026-09-12,1938,N21,VIIRS,n,2.0NRT,285.15,2.5,N
14.58824,78.58073,307.48,0.4,0.6,2026-09-12,1940,N21,VIIRS,n,2.0NRT,288.43,4.13,N
15.16857,76.37953,295.63,0.57,0.69,2026-09-12,1940,N21,VIIRS,n,2.0NRT,272.3,1.22,N
19.0969,82.16512,297.05,0.52,0.5,2026-09-12,1940,N21,VIIRS,n,2.0NRT,276.28,1.84,N
20.75886,85.29892,315.6,0.53,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,291.18,2.06,N
20.75953,85.2938,311.72,0.53,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,291.28,2.06,N
20.78661,85.26652,310.77,0.53,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,290.85,1.77,N
20.78727,85.26144,309.81,0.53,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,291.03,2.42,N
20.79246,85.25185,329.1,0.53,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,291.66,3.91,N
20.79437,85.254,330.88,0.53,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,291.74,11.96,N
20.79631,85.2524,328.81,0.53,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,291.0,3.91,N
20.79758,85.25964,305.13,0.53,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,290.18,1.16,N
20.79949,85.25804,303.75,0.53,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,290.0,1.28,N
20.80593,85.2556,318.37,0.53,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,291.0,2.06,N
20.80978,85.25613,304.25,0.53,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,289.79,2.06,N
20.86255,84.99429,306.55,0.55,0.43,2026-09-12,1940,N21,VIIRS,n,2.0NRT,291.91,2.21,N
20.86321,84.98904,329.03,0.55,0.43,2026-09-12,1940,N21,VIIRS,n,2.0NRT,292.47,2.21,N
20.86647,84.99485,305.83,0.55,0.43,2026-09-12,1940,N21,VIIRS,n,2.0NRT,292.12,2.21,N
20.88413,84.98122,318.86,0.55,0.43,2026-09-12,1940,N21,VIIRS,n,2.0NRT,291.58,3.76,N
20.88806,84.98174,310.58,0.55,0.43,2026-09-12,1940,N21,VIIRS,n,2.0NRT,291.54,2.33,N
20.95039,86.04722,327.83,0.49,0.4,2026-09-12,1940,N21,VIIRS,n,2.0NRT,292.11,6.59,N
20.951,86.04254,308.6,0.49,0.4,2026-09-12,1940,N21,VIIRS,n,2.0NRT,291.77,2.0,N
20.9559,85.01449,310.09,0.55,0.43,2026-09-12,1940,N21,VIIRS,n,2.0NRT,292.44,3.02,N
20.96135,85.19098,316.03,0.54,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,291.08,1.54,N
20.962,85.18585,317.43,0.54,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,290.83,4.77,N
20.96211,86.01562,306.16,0.49,0.4,2026-09-12,1940,N21,VIIRS,n,2.0NRT,291.56,2.54,N
20.96332,85.17551,315.42,0.54,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,289.8,2.09,N
20.96335,86.00627,323.34,0.49,0.4,2026-09-12,1940,N21,VIIRS,n,2.0NRT,292.14,4.44,N
20.96398,85.17031,309.29,0.54,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,289.02,2.09,N
20.96465,85.16509,306.18,0.54,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,289.08,1.4,N
20.96522,85.19154,306.24,0.54,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,291.08,1.54,N
20.96531,85.15987,307.45,0.54,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,288.66,1.4,N
20.96643,86.01149,320.17,0.49,0.4,2026-09-12,1940,N21,VIIRS,n,2.0NRT,292.7,2.54,N
20.9672,85.17605,322.57,0.54,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,290.22,2.09,N
20.96787,85.17083,305.81,0.54,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,288.85,2.09,N
20.96889,86.02138,309.1,0.49,0.4,2026-09-12,1940,N21,VIIRS,n,2.0NRT,291.86,2.36,N
20.96986,85.1552,309.11,0.54,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,288.69,2.69,N
20.97108,85.17659,313.31,0.54,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,290.44,2.37,N
20.97445,86.0079,306.63,0.49,0.4,2026-09-12,1940,N21,VIIRS,n,2.0NRT,291.33,3.71,N
20.97563,85.1719,316.7,0.54,0.42,2026-09-12,1940,N21,VIIRS,n,2.0NRT,290.11,2.37,N
21.00215,86.02635,312.01,0.49,0.4,2026-09-12,1940,N21,VIIRS,n,2.0NRT,291.88,3.11,N
21.07204,85.04431,306.87,0.55,0.43,2026-09-12,1940,N21,VIIRS,n,2.0NRT,291.45,1.71,N
21.07596,85.04484,311.44,0.55,0.43,2026-09-12,1940,N21,VIIRS,n,2.0NRT,292.03,1.71,N
21.07663,85.03953,312.21,0.55,0.43,2026-09-12,1940,N21,VIIRS,n,2.0NRT,292.53,4.67,N
21.08121,85.03476,308.22,0.55,0.43,2026-09-12,1940,N21,VIIRS,n,2.0NRT,291.7,1.98,N
8.97767,80.67373,304.19,0.48,0.48,2026-09-12,1942,N21,VIIRS,n,2.0NRT,284.18,1.16,N
6.61667,80.86543,337.86,0.43,0.46,2026-09-12,1945,N21,VIIRS,n,2.0NRT,290.23,4.75,N
7.00607,81.56921,309.28,0.39,0.44,2026-09-12,1945,N21,VIIRS,n,2.0NRT,290.8,1.11,N
7.37025,81.38673,311.58,0.41,0.45,2026-09-12,1945,N21,VIIRS,n,2.0NRT,290.38,2.06,N
31.24832,76.92965,300.13,0.32,0.55,2026-09-12,2116,N21,VIIRS,n,2.0NRT,287.62,0.48,N
31.25948,76.92677,302.91,0.32,0.55,2026-09-12,2116,N21,VIIRS,n,2.0NRT,287.79,0.76,N
32.57404,72.56458,307.3,0.53,0.42,2026-09-12,2116,N21,VIIRS,n,2.0NRT,296.34,3.44,N
32.72028,72.92151,305.99,0.54,0.42,2026-09-12,2116,N21,VIIRS,n,2.0NRT,293.98,0.93,N
32.88754,71.61716,312.96,0.47,0.4,2026-09-12,2116,N21,VIIRS,n,2.0NRT,297.3,3.41,N
32.88812,71.61903,310.05,0.47,0.4,2026-09-12,2116,N21,VIIRS,n,2.0NRT,297.07,2.61,N
33.21862,71.48866,331.5,0.46,0.39,2026-09-12,2116,N21,VIIRS,n,2.0NRT,294.64,5.01,N
33.29602,71.18752,312.08,0.45,0.39,2026-09-12,2116,N21,VIIRS,n,2.0NRT,294.95,1.5,N
33.2966,71.18449,307.11,0.45,0.39,2026-09-12,2116,N21,VIIRS,n,2.0NRT,294.57,0.91,N
33.54422,71.55211,306.81,0.46,0.39,2026-09-12,2116,N21,VIIRS,n,2.0NRT,294.61,1.07,N
26.25882,74.09476,306.58,0.56,0.52,2026-09-12,2118,N21,VIIRS,n,2.0NRT,284.9,0.99,N
26.64012,79.48239,300.65,0.59,0.7,2026-09-12,2118,N21,VIIRS,n,2.0NRT,280.69,0.61,N
27.66586,76.12849,303.37,0.35,0.57,2026-09-12,2118,N21,VIIRS,n,2.0NRT,288.71,1.22,N
28.05047,69.37026,309.0,0.44,0.38,2026-09-12,2118,N21,VIIRS,n,2.0NRT,296.73,0.45,N
28.34514,77.23048,308.47,0.39,0.59,2026-09-12,2118,N21,VIIRS,n,2.0NRT,287.7,1.02,N
28.37166,77.22452,305.06,0.39,0.59,2026-09-12,2118,N21,VIIRS,n,2.0NRT,287.46,1.08,N
28.42589,69.69963,319.67,0.45,0.39,2026-09-12,2118,N21,VIIRS,n,2.0NRT,296.71,2.19,N
30.44688,70.56768,309.06,0.46,0.39,2026-09-12,2118,N21,VIIRS,n,2.0NRT,296.9,1.22,N
25.38592,68.58326,313.11,0.44,0.38,2026-09-12,2121,N21,VIIRS,n,2.0NRT,286.15,1.55,N
15.65567,73.98708,301.86,0.45,0.63,2026-09-12,2123,N21,VIIRS,n,2.0NRT,281.18,1.05,N
15.9894,97.68867,334.49,0.4,0.37,2026-09-13,650,N21,VIIRS,n,2.0NRT,293.45,4.61,D
17.8471,95.08736,331.67,0.39,0.36,2026-09-13,650,N21,VIIRS,n,2.0NRT,297.34,2.33,D
18.15625,96.45904,334.63,0.39,0.36,2026-09-13,650,N21,VIIRS,n,2.0NRT,299.14,7.03,D
19.42887,96.0562,330.94,0.39,0.36,2026-09-13,650,N21,VIIRS,n,2.0NRT,298.59,2.08,D
20.94607,95.85555,334.33,0.39,0.36,2026-09-13,650,N21,VIIRS,n,2.0NRT,300.44,4.05,D
22.01296,97.17343,330.58,0.42,0.37,2026-09-13,650,N21,VIIRS,n,2.0NRT,293.76,2.33,D
22.30986,97.83076,337.72,0.44,0.39,2026-09-13,650,N21,VIIRS,n,2.0NRT,300.29,4.59,D
22.47214,91.73652,331.06,0.45,0.39,2026-09-13,652,N21,VIIRS,n,2.0NRT,298.06,3.2,D
23.6387,97.00668,334.66,0.42,0.38,2026-09-13,652,N21,VIIRS,n,2.0NRT,297.16,3.79,D
23.94453,96.09525,333.32,0.4,0.37,2026-09-13,652,N21,VIIRS,n,2.0NRT,297.76,5.75,D
24.32326,94.82581,338.47,0.39,0.36,2026-09-13,652,N21,VIIRS,n,2.0NRT,295.51,4.48,D
26.68032,96.22619,332.47,0.42,0.38,2026-09-13,652,N21,VIIRS,n,2.0NRT,297.17,2.1,D
27.73957,96.29856,331.02,0.43,0.38,2026-09-13,652,N21,VIIRS,n,2.0NRT,291.3,5.09,D
27.76925,96.00028,330.29,0.42,0.38,2026-09-13,652,N21,VIIRS,n,2.0NRT,295.09,7.85,D
28.25653,95.64436,333.72,0.42,0.37,2026-09-13,652,N21,VIIRS,n,2.0NRT,294.39,4.77,D
29.16664,89.05265,326.2,0.49,0.4,2026-09-13,654,N21,VIIRS,n,2.0NRT,293.43,2.54,D
6.56199,80.9104,344.03,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,292.71,9.93,D
6.84954,81.74194,367.0,0.34,0.56,2026-09-13,828,N21,VIIRS,h,2.0NRT,294.32,11.25,D
7.01906,81.37799,337.67,0.32,0.55,2026-09-13,828,N21,VIIRS,n,2.0NRT,285.41,3.32,D
7.28559,81.23047,346.04,0.32,0.54,2026-09-13,828,N21,VIIRS,n,2.0NRT,291.82,5.47,D
7.30684,81.12773,333.27,0.63,0.54,2026-09-13,828,N21,VIIRS,n,2.0NRT,292.22,9.12,D
7.32698,81.23632,349.16,0.32,0.54,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.54,5.56,D
7.47962,80.9305,339.48,0.61,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,292.47,8.73,D
7.56578,80.95718,341.75,0.61,0.54,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.91,18.12,D
7.57936,80.98353,339.34,0.62,0.54,2026-09-13,828,N21,VIIRS,n,2.0NRT,295.78,8.34,D
7.59758,81.04347,331.29,0.62,0.54,2026-09-13,828,N21,VIIRS,n,2.0NRT,293.32,5.2,D
7.61622,80.09357,330.23,0.54,0.51,2026-09-13,828,N21,VIIRS,n,2.0NRT,292.28,6.08,D
7.61663,80.09145,330.22,0.54,0.51,2026-09-13,828,N21,VIIRS,n,2.0NRT,292.64,3.49,D
7.70251,80.63237,339.67,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,292.78,8.78,D
7.703,80.63457,339.88,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,292.38,8.95,D
7.76048,80.62672,336.01,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,293.16,3.57,D
7.76191,81.57713,347.52,0.34,0.56,2026-09-13,828,N21,VIIRS,n,2.0NRT,299.28,3.71,D
7.80841,80.12409,340.15,0.54,0.51,2026-09-13,828,N21,VIIRS,n,2.0NRT,292.71,7.64,D
7.84783,80.54978,333.8,0.58,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.65,9.59,D
7.85741,80.54849,334.63,0.58,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.92,7.13,D
7.86606,80.61155,332.21,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,295.83,4.62,D
7.87962,80.6746,335.19,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.4,6.19,D
7.88576,81.12782,367.0,0.32,0.55,2026-09-13,828,N21,VIIRS,h,2.0NRT,294.14,9.55,D
7.88918,80.20518,333.38,0.55,0.51,2026-09-13,828,N21,VIIRS,n,2.0NRT,292.31,2.76,D
7.92068,80.22617,331.27,0.55,0.51,2026-09-13,828,N21,VIIRS,n,2.0NRT,292.02,3.46,D
7.92992,80.18957,340.03,0.55,0.51,2026-09-13,828,N21,VIIRS,n,2.0NRT,293.44,5.99,D
7.93125,80.55211,345.35,0.58,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,295.84,11.57,D
7.9431,79.94717,331.76,0.53,0.5,2026-09-13,828,N21,VIIRS,n,2.0NRT,293.07,6.22,D
7.94774,80.42298,332.18,0.57,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,290.38,7.13,D
8.0092,80.19059,340.64,0.55,0.51,2026-09-13,828,N21,VIIRS,n,2.0NRT,293.47,12.79,D
8.01683,80.6076,335.84,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,295.5,9.92,D
8.01757,80.61015,336.4,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,295.57,9.38,D
8.02779,80.36233,330.16,0.57,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,292.27,7.19,D
8.0292,80.16267,334.16,0.55,0.51,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.67,6.46,D
8.03683,80.42897,333.29,0.57,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.65,9.92,D
8.03878,80.232,332.72,0.56,0.51,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.37,5.77,D
8.03901,80.00057,344.55,0.54,0.51,2026-09-13,828,N21,VIIRS,n,2.0NRT,292.84,30.68,D
8.03994,80.00211,342.89,0.54,0.51,2026-09-13,828,N21,VIIRS,n,2.0NRT,292.96,22.24,D
8.04089,80.42314,334.82,0.57,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,293.13,8.27,D
8.04159,80.42829,336.35,0.57,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.35,8.27,D
8.0462,80.39101,333.45,0.57,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,293.67,3.72,D
8.05466,80.59686,335.34,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,296.28,6.91,D
8.0726,81.26368,367.0,0.33,0.55,2026-09-13,828,N21,VIIRS,h,2.0NRT,292.61,11.34,D
8.07765,81.26299,337.9,0.33,0.55,2026-09-13,828,N21,VIIRS,n,2.0NRT,291.35,4.78,D
8.09173,80.76154,330.58,0.61,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,292.09,5.09,D
8.09729,80.55213,343.56,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.83,10.5,D
8.0977,80.55312,341.82,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,295.53,8.69,D
8.11767,80.05849,330.33,0.54,0.51,2026-09-13,828,N21,VIIRS,n,2.0NRT,288.97,1.99,D
8.15253,80.45384,330.38,0.58,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,295.87,9.6,D
8.1573,80.45317,341.75,0.58,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,295.51,9.6,D
8.16143,80.59212,333.41,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,296.06,11.63,D
8.17278,80.5311,332.48,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,293.39,7.79,D
8.17638,80.55755,340.02,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.09,16.53,D
8.18231,80.30593,331.15,0.57,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.33,4.07,D
8.18649,80.63194,332.53,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,291.11,4.38,D
8.19665,80.59811,341.18,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.66,9.25,D
8.20092,80.34748,330.18,0.57,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.02,2.71,D
8.20912,80.68921,332.25,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.01,12.1,D
8.22508,80.40976,341.47,0.58,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,295.26,16.64,D
8.22578,80.41499,340.9,0.58,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.77,14.0,D
8.22856,80.68656,335.77,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.26,5.06,D
8.2373,80.39221,336.0,0.57,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.61,7.93,D
8.23979,80.69616,336.45,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,290.18,6.47,D
8.243,80.69344,338.4,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,291.58,8.1,D
8.2615,80.32092,333.48,0.57,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,295.01,8.67,D
8.29764,80.54935,354.29,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,295.74,24.78,D
8.30056,80.57065,342.26,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.23,11.46,D
8.30508,80.71282,333.32,0.61,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.52,7.39,D
8.31219,80.72861,335.03,0.61,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.51,17.1,D
8.33322,80.73698,338.27,0.61,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.65,7.17,D
8.33829,81.30543,355.34,0.33,0.56,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.35,8.78,D
8.34048,80.6557,331.29,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.29,11.41,D
8.3414,80.65239,336.22,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.58,10.11,D
8.35588,80.29491,334.1,0.57,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.46,5.46,D
8.3606,81.31765,332.45,0.33,0.56,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.27,3.16,D
8.36272,80.48936,333.4,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,290.81,5.42,D
8.36336,80.64168,336.65,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.92,5.26,D
8.36421,80.18029,335.6,0.56,0.51,2026-09-13,828,N21,VIIRS,n,2.0NRT,292.97,6.21,D
8.37162,80.48279,330.71,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.18,6.82,D
8.37215,81.24903,349.39,0.33,0.55,2026-09-13,828,N21,VIIRS,n,2.0NRT,293.6,5.25,D
8.37989,80.61746,336.89,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,296.39,7.0,D
8.38475,80.61683,334.95,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,295.27,7.0,D
8.38734,81.24701,336.55,0.33,0.55,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.74,2.76,D
8.39927,80.50613,340.12,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,293.33,10.55,D
8.40659,80.66884,330.7,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,295.08,5.94,D
8.42718,80.60968,337.85,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,296.46,10.34,D
8.42836,80.61076,337.93,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,296.05,7.22,D
8.42951,80.58326,331.27,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,296.66,8.48,D
8.43203,80.60901,332.1,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,295.36,10.34,D
8.43322,80.61012,331.34,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,295.03,7.22,D
8.43337,80.58144,342.02,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,296.11,12.46,D
8.43435,80.5826,340.89,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.56,3.95,D
8.46417,80.4798,334.65,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,290.66,6.6,D
8.47655,80.64687,335.38,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,293.05,3.97,D
8.49624,80.24042,338.64,0.57,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,291.37,8.19,D
8.50137,80.61045,331.95,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,293.52,6.43,D
8.51375,80.59233,339.14,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,293.55,10.02,D
8.51833,80.55355,332.86,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.79,11.8,D
8.52348,80.41283,340.27,0.58,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,293.49,12.4,D
8.52402,80.41576,342.22,0.58,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,293.51,10.7,D
8.53939,80.67155,344.55,0.61,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,296.18,15.68,D
8.54215,80.66906,341.97,0.61,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,293.16,8.95,D
8.55004,80.42806,340.72,0.58,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,290.82,9.82,D
8.56002,78.07714,342.75,0.41,0.45,2026-09-13,828,N21,VIIRS,n,2.0NRT,292.05,4.24,D
8.56377,80.66823,330.53,0.61,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,293.22,6.13,D
8.58597,77.99529,339.1,0.4,0.44,2026-09-13,828,N21,VIIRS,n,2.0NRT,289.12,4.45,D
8.59323,80.56812,340.23,0.6,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,292.44,42.11,D
8.61431,80.3978,341.92,0.58,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,289.7,6.01,D
8.61494,80.4004,340.92,0.58,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,288.91,11.15,D
8.62795,80.42538,338.67,0.59,0.53,2026-09-13,828,N21,VIIRS,n,2.0NRT,287.11,8.86,D
8.62823,80.42798,338.12,0.59,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,287.74,9.43,D
8.65732,80.35207,340.73,0.58,0.52,2026-09-13,828,N21,VIIRS,n,2.0NRT,290.47,10.75,D
8.70618,81.10874,348.98,0.33,0.55,2026-09-13,828,N21,VIIRS,n,2.0NRT,294.05,4.81,D
9.71718,78.94819,341.37,0.48,0.48,2026-09-13,828,N21,VIIRS,n,2.0NRT,289.59,5.28,D
9.71753,78.94925,342.23,0.48,0.48,2026-09-13,828,N21,VIIRS,n,2.0NRT,289.11,5.02,D
9.79343,78.81542,339.98,0.47,0.48,2026-09-13,828,N21,VIIRS,n,2.0NRT,288.55,4.69,D
14.63823,80.02961,339.71,0.33,0.56,2026-09-13,830,N21,VIIRS,n,2.0NRT,284.81,7.88,D
15.44039,76.75618,334.84,0.41,0.45,2026-09-13,830,N21,VIIRS,n,2.0NRT,300.45,9.55,D
15.65807,76.34846,331.78,0.39,0.44,2026-09-13,830,N21,VIIRS,n,2.0NRT,292.58,1.62,D
21.7471,83.8422,348.28,0.73,0.76,2026-09-13,833,N21,VIIRS,n,2.0NRT,286.01,20.35,D
21.74762,83.84351,341.73,0.73,0.76,2026-09-13,833,N21,VIIRS,n,2.0NRT,285.28,20.92,D
